Indicator,Country,Date,value
"Proportion of probable Ebola deaths that are from the last 21 days",Liberia,2014-09-08,52.0
"Proportion of suspected Ebola deaths that are from the last 21 days",Liberia,2014-09-08,71.0
"Proportion of confirmed, probable and suspected Ebola deaths that are from the last 21 days",Liberia,2014-09-08,62.0
"Proportion of confirmed Ebola deaths that are from the last 21 days","Sierra Leone",2014-09-08,32.0
"Proportion of probable Ebola deaths that are from the last 21 days","Sierra Leone",2014-09-08,0.0
"Proportion of suspected Ebola deaths that are from the last 21 days","Sierra Leone",2014-09-08,55.0
"Proportion of confirmed, probable and suspected Ebola deaths that are from the last 21 days","Sierra Leone",2014-09-08,30.0
"Proportion of confirmed Ebola deaths that are from the last 21 days",Nigeria,2014-09-08,43.0
"Proportion of probable Ebola deaths that are from the last 21 days",Nigeria,2014-09-08,100.0
"Proportion of confirmed, probable and suspected Ebola deaths that are from the last 21 days",Nigeria,2014-09-08,50.0
"Cumulative number of confirmed Ebola cases",Guinea,2014-09-12,678.0
"Cumulative number of probable Ebola cases",Guinea,2014-09-12,151.0
"Cumulative number of suspected Ebola cases",Guinea,2014-09-12,32.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-12,861.0
"Cumulative number of confirmed Ebola cases",Liberia,2014-09-12,654.0
"Cumulative number of probable Ebola cases",Liberia,2014-09-12,974.0
"Cumulative number of suspected Ebola cases",Liberia,2014-09-12,453.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-12,2081.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2014-09-12,1287.0
"Cumulative number of probable Ebola cases","Sierra Leone",2014-09-12,37.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2014-09-12,100.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2014-09-12,1424.0
"Cumulative number of confirmed Ebola cases",Nigeria,2014-09-12,19.0
"Cumulative number of probable Ebola cases",Nigeria,2014-09-12,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2014-09-12,1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-12,21.0
"Cumulative number of confirmed Ebola cases",Senegal,2014-09-12,1.0
"Cumulative number of probable Ebola cases",Senegal,2014-09-12,0.0
"Cumulative number of suspected Ebola cases",Senegal,2014-09-12,2.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-12,3.0
"Number of confirmed Ebola cases in the last 21 days",Guinea,2014-09-12,285.0
"Number of probable Ebola cases in the last 21 days",Guinea,2014-09-12,12.0
"Number of suspected Ebola cases in the last 21 days",Guinea,2014-09-12,27.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-09-12,324.0
"Number of confirmed Ebola cases in the last 21 days",Liberia,2014-09-12,394.0
"Number of probable Ebola cases in the last 21 days",Liberia,2014-09-12,506.0
"Number of suspected Ebola cases in the last 21 days",Liberia,2014-09-12,286.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-09-12,1186.0
"Number of confirmed Ebola cases in the last 21 days","Sierra Leone",2014-09-12,518.0
"Number of probable Ebola cases in the last 21 days","Sierra Leone",2014-09-12,3.0
"Number of suspected Ebola cases in the last 21 days","Sierra Leone",2014-09-12,65.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Sierra Leone",2014-09-12,586.0
"Number of confirmed Ebola cases in the last 21 days",Nigeria,2014-09-12,7.0
"Number of probable Ebola cases in the last 21 days",Nigeria,2014-09-12,1.0
"Number of suspected Ebola cases in the last 21 days",Nigeria,2014-09-12,1.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Nigeria,2014-09-12,9.0
"Number of confirmed Ebola cases in the last 21 days",Senegal,2014-09-12,1.0
"Number of probable Ebola cases in the last 21 days",Senegal,2014-09-12,0.0
"Number of suspected Ebola cases in the last 21 days",Senegal,2014-09-12,2.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Senegal,2014-09-12,3.0
"Proportion of confirmed Ebola cases that are from the last 21 days",Guinea,2014-09-12,42.0
"Proportion of probable Ebola cases that are from the last 21 days",Guinea,2014-09-12,8.0
"Proportion of suspected Ebola cases that are from the last 21 days",Guinea,2014-09-12,84.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Guinea,2014-09-12,38.0
"Proportion of confirmed Ebola cases that are from the last 21 days",Liberia,2014-09-12,60.0
"Proportion of probable Ebola cases that are from the last 21 days",Liberia,2014-09-12,52.0
"Proportion of suspected Ebola cases that are from the last 21 days",Liberia,2014-09-12,63.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Liberia,2014-09-12,57.0
"Proportion of confirmed Ebola cases that are from the last 21 days","Sierra Leone",2014-09-12,40.0
"Proportion of probable Ebola cases that are from the last 21 days","Sierra Leone",2014-09-12,8.0
"Proportion of suspected Ebola cases that are from the last 21 days","Sierra Leone",2014-09-12,65.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days","Sierra Leone",2014-09-12,41.0
"Proportion of confirmed Ebola cases that are from the last 21 days",Nigeria,2014-09-12,36.8
"Proportion of probable Ebola cases that are from the last 21 days",Nigeria,2014-09-12,100.0
"Proportion of suspected Ebola cases that are from the last 21 days",Nigeria,2014-09-12,100.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Nigeria,2014-09-12,42.9
"Proportion of confirmed Ebola cases that are from the last 21 days",Senegal,2014-09-12,100.0
"Proportion of probable Ebola cases that are from the last 21 days",Senegal,2014-09-12,0.0
"Proportion of suspected Ebola cases that are from the last 21 days",Senegal,2014-09-12,100.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Senegal,2014-09-12,100.0
"Cumulative number of confirmed Ebola deaths",Guinea,2014-09-12,403.0
"Cumulative number of probable Ebola deaths",Guinea,2014-09-12,150.0
"Cumulative number of suspected Ebola deaths",Guinea,2014-09-12,4.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-12,557.0
"Cumulative number of confirmed Ebola deaths",Liberia,2014-09-12,498.0
"Cumulative number of probable Ebola deaths",Liberia,2014-09-12,428.0
"Cumulative number of suspected Ebola deaths",Liberia,2014-09-12,211.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-12,1137.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2014-09-12,478.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2014-09-12,34.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2014-09-12,12.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2014-09-12,524.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2014-09-12,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2014-09-12,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2014-09-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-12,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2014-09-12,0.0
"Cumulative number of probable Ebola deaths",Senegal,2014-09-12,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2014-09-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-12,0.0
"Case fatality rate (CFR) of confirmed Ebola cases",Guinea,2014-09-12,59.0
"Case fatality rate (CFR) of probable Ebola cases",Guinea,2014-09-12,99.0
"Case fatality rate (CFR) of suspected Ebola cases",Guinea,2014-09-12,12.0
"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Guinea,2014-09-12,65.0
"Case fatality rate (CFR) of confirmed Ebola cases",Liberia,2014-09-12,76.0
"Case fatality rate (CFR) of probable Ebola cases",Liberia,2014-09-12,44.0
"Case fatality rate (CFR) of suspected Ebola cases",Liberia,2014-09-12,47.0
"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Liberia,2014-09-12,55.0
"Case fatality rate (CFR) of confirmed Ebola cases","Sierra Leone",2014-09-12,37.0
"Case fatality rate (CFR) of probable Ebola cases","Sierra Leone",2014-09-12,92.0
"Case fatality rate (CFR) of suspected Ebola cases","Sierra Leone",2014-09-12,12.0
"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases","Sierra Leone",2014-09-12,37.0
"Case fatality rate (CFR) of confirmed Ebola cases",Nigeria,2014-09-12,37.0
"Case fatality rate (CFR) of probable Ebola cases",Nigeria,2014-09-12,100.0
"Case fatality rate (CFR) of suspected Ebola cases",Nigeria,2014-09-12,0.0
"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-12,38.0
"Case fatality rate (CFR) of confirmed Ebola cases",Senegal,2014-09-12,0.0
"Case fatality rate (CFR) of probable Ebola cases",Senegal,2014-09-12,0.0
"Case fatality rate (CFR) of suspected Ebola cases",Senegal,2014-09-12,0.0
"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Senegal,2014-09-12,0.0
"Cumulative number of confirmed Ebola cases",Guinea,2014-09-16,743.0
"Cumulative number of probable Ebola cases",Guinea,2014-09-16,162.0
"Cumulative number of suspected Ebola cases",Guinea,2014-09-16,31.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-16,936.0
"Cumulative number of confirmed Ebola cases",Liberia,2014-09-16,790.0
"Cumulative number of probable Ebola cases",Liberia,2014-09-16,1078.0
"Cumulative number of suspected Ebola cases",Liberia,2014-09-16,539.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-16,2407.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2014-09-16,1464.0
"Cumulative number of probable Ebola cases","Sierra Leone",2014-09-16,37.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2014-09-16,119.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2014-09-16,1620.0
"Cumulative number of confirmed Ebola cases",Nigeria,2014-09-16,19.0
"Cumulative number of probable Ebola cases",Nigeria,2014-09-16,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2014-09-16,1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-16,21.0
"Cumulative number of confirmed Ebola cases",Senegal,2014-09-16,1.0
"Cumulative number of probable Ebola cases",Senegal,2014-09-16,0.0
"Cumulative number of suspected Ebola cases",Senegal,2014-09-16,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-16,1.0
"Number of confirmed Ebola cases in the last 21 days",Guinea,2014-09-16,276.0
"Number of probable Ebola cases in the last 21 days",Guinea,2014-09-16,21.0
"Number of suspected Ebola cases in the last 21 days",Guinea,2014-09-16,11.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-09-16,308.0
"Number of confirmed Ebola cases in the last 21 days",Liberia,2014-09-16,546.0
"Number of probable Ebola cases in the last 21 days",Liberia,2014-09-16,539.0
"Number of suspected Ebola cases in the last 21 days",Liberia,2014-09-16,298.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-09-16,1383.0
"Number of confirmed Ebola cases in the last 21 days","Sierra Leone",2014-09-16,583.0
"Number of probable Ebola cases in the last 21 days","Sierra Leone",2014-09-16,0.0
"Number of suspected Ebola cases in the last 21 days","Sierra Leone",2014-09-16,70.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Sierra Leone",2014-09-16,653.0
"Number of confirmed Ebola cases in the last 21 days",Nigeria,2014-09-16,6.0
"Number of probable Ebola cases in the last 21 days",Nigeria,2014-09-16,0.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Nigeria,2014-09-16,6.0
"Number of confirmed Ebola cases in the last 21 days",Senegal,2014-09-16,1.0
"Number of probable Ebola cases in the last 21 days",Senegal,2014-09-16,0.0
"Number of suspected Ebola cases in the last 21 days",Senegal,2014-09-16,0.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Senegal,2014-09-16,1.0
"Proportion of confirmed Ebola cases that are from the last 21 days",Guinea,2014-09-16,37.0
"Proportion of probable Ebola cases that are from the last 21 days",Guinea,2014-09-16,13.0
"Proportion of suspected Ebola cases that are from the last 21 days",Guinea,2014-09-16,35.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Guinea,2014-09-16,33.0
"Proportion of confirmed Ebola cases that are from the last 21 days",Liberia,2014-09-16,69.0
"Proportion of probable Ebola cases that are from the last 21 days",Liberia,2014-09-16,50.0
"Proportion of suspected Ebola cases that are from the last 21 days",Liberia,2014-09-16,55.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Liberia,2014-09-16,57.0
"Proportion of confirmed Ebola cases that are from the last 21 days","Sierra Leone",2014-09-16,40.0
"Proportion of probable Ebola cases that are from the last 21 days","Sierra Leone",2014-09-16,0.0
"Proportion of suspected Ebola cases that are from the last 21 days","Sierra Leone",2014-09-16,59.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days","Sierra Leone",2014-09-16,40.0
"Proportion of confirmed Ebola cases that are from the last 21 days",Nigeria,2014-09-16,32.0
"Proportion of probable Ebola cases that are from the last 21 days",Nigeria,2014-09-16,0.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Nigeria,2014-09-16,29.0
"Proportion of confirmed Ebola cases that are from the last 21 days",Senegal,2014-09-16,100.0
"Proportion of probable Ebola cases that are from the last 21 days",Senegal,2014-09-16,0.0
"Proportion of suspected Ebola cases that are from the last 21 days",Senegal,2014-09-16,0.0
"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days",Senegal,2014-09-16,100.0
"Cumulative number of confirmed Ebola deaths",Guinea,2014-09-16,429.0
"Cumulative number of probable Ebola deaths",Guinea,2014-09-16,162.0
"Cumulative number of suspected Ebola deaths",Guinea,2014-09-16,4.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-16,595.0
"Cumulative number of confirmed Ebola deaths",Liberia,2014-09-16,563.0
"Cumulative number of probable Ebola deaths",Liberia,2014-09-16,472.0
"Cumulative number of suspected Ebola deaths",Liberia,2014-09-16,261.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-16,1296.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2014-09-16,514.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2014-09-16,37.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2014-09-16,11.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2014-09-16,562.0
